"","x"
"2003-01-02",1.24545058377224
"2003-01-03",1.42238518126424
"2003-01-06",0.192601866201511
"2003-01-07",0.62716762162597
"2003-01-08",2.40511460514031
"2003-01-09",1.16361944997672
"2003-01-10",1.76092218340789
"2003-01-13",0.785726361853038
"2003-01-14",0.954356932680611
"2003-01-15",1.77934944915137
"2003-01-16",1.21143489355707
"2003-01-17",1.13153113542522
"2003-01-21",1.16155578843514
"2003-01-22",1.12988483197222
"2003-01-23",1.11664865115421
"2003-01-24",1.76956498371829
"2003-01-27",1.59318657184805
"2003-01-28",1.06560688705413
"2003-01-29",1.79034179814043
"2003-01-30",1.29765438595662
"2003-01-31",0.993770157144527
"2003-02-03",0.617830786250496
"2003-02-04",1.74839953463849
"2003-02-05",1.3443780180186
"2003-02-06",2.23443472364533
"2003-02-07",1.56690612371512
"2003-02-10",1.61532057559226
"2003-02-11",1.63775322341415
"2003-02-12",1.81814171050217
"2003-02-13",1.18068370634798
"2003-02-14",1.55062165454157
"2003-02-18",1.50082767771005
"2003-02-19",0.954626438139728
"2003-02-20",1.40278267862469
"2003-02-21",2.18406053247605
"2003-02-24",1.23212284774228
"2003-02-25",1.65940833220874
"2003-02-26",1.43439381061037
"2003-02-27",1.01714912818454
"2003-02-28",1.50031477141571
"2003-03-03",1.32250222803211
"2003-03-04",0.759075360674052
"2003-03-05",1.10167426270393
"2003-03-06",1.24714722970973
"2003-03-07",0.94281581081351
"2003-03-10",1.15804404243752
"2003-03-11",1.5206285564121
"2003-03-12",1.52008197091799
"2003-03-13",1.23016672840841
"2003-03-14",2.11717075848984
"2003-03-17",2.7455386455132
"2003-03-18",1.13744831245331
"2003-03-19",1.22109537288266
"2003-03-20",1.41907611939423
"2003-03-21",1.91340171521016
"2003-03-24",1.88787235707909
"2003-03-25",1.38246202709967
"2003-03-26",0.835904631914903
"2003-03-27",0.85870399102117
"2003-03-28",1.27779001992835
"2003-03-31",1.81767085101256
"2003-04-01",2.1722713752398
"2003-04-02",1.12473477281368
"2003-04-03",1.25213419943295
"2003-04-04",1.16558534392114
"2003-04-07",1.3609765531356
"2003-04-08",0.932006588314158
"2003-04-09",1.3175871631101
"2003-04-10",0.875885317239116
"2003-04-11",1.48973052640265
"2003-04-14",0.696242385467248
"2003-04-15",0.592884758621551
"2003-04-16",0.726291779152247
"2003-04-17",0.457741252673535
"2003-04-21",0.930035833665827
"2003-04-22",0.386146363721764
"2003-04-23",0.510665610964625
"2003-04-24",1.32718109662738
"2003-04-25",1.15942512806462
"2003-04-28",0.393864750041843
"2003-04-29",0.963059807400149
"2003-04-30",1.50972806828509
"2003-05-01",0.864786889007039
"2003-05-02",0.823999988978707
"2003-05-05",0.676712874096521
"2003-05-06",0.681732277744647
"2003-05-07",0.990470130048407
"2003-05-08",0.968541567672568
"2003-05-09",-0.111043298793325
"2003-05-12",0.335614726207084
"2003-05-13",1.15332140914016
"2003-05-14",0.537194878786059
"2003-05-15",0.699725495920068
"2003-05-16",0.295575834570881
"2003-05-19",0.668905716186911
"2003-05-20",1.37343705911733
"2003-05-21",1.28619774458161
"2003-05-22",0.62342189806838
"2003-05-23",0.0234235149435881
"2003-05-27",0.875718706109107
"2003-05-28",0.41244072184459
"2003-05-29",1.81943948500136
"2003-05-30",1.02151523828314
"2003-06-02",1.52185182487544
"2003-06-03",0.996542648431218
"2003-06-04",1.16014630078538
"2003-06-05",1.02514513678624
"2003-06-06",1.86164305502232
"2003-06-09",1.18463706801919
"2003-06-10",0.751133029758599
"2003-06-11",0.746593156265571
"2003-06-12",0.204001505785843
"2003-06-13",0.835210819823413
"2003-06-16",0.395078015221677
"2003-06-17",1.52268104850782
"2003-06-18",0.917490012449637
"2003-06-19",0.868444122416935
"2003-06-20",0.657260901995536
"2003-06-23",0.445774971511663
"2003-06-24",0.351360849114964
"2003-06-25",0.643589221711601
"2003-06-26",0.536785725435522
"2003-06-27",0.797281945291953
"2003-06-30",0.99904974704192
"2003-07-01",0.78677412633857
"2003-07-02",0.433728573381024
"2003-07-03",1.68424849484228
"2003-07-07",0.630526818578278
"2003-07-08",0.674728595035927
"2003-07-09",1.34653950533783
"2003-07-10",0.630313871388376
"2003-07-11",0.435864980499248
"2003-07-14",0.450693380711236
"2003-07-15",1.20011537399863
"2003-07-16",0.56172784169311
"2003-07-17",1.12073248975219
"2003-07-18",0.488395948799806
"2003-07-21",1.45877780014822
"2003-07-22",1.01025455119637
"2003-07-23",0.697885934907119
"2003-07-24",1.34973410580809
"2003-07-25",1.25433316366489
"2003-07-28",1.36963130022335
"2003-07-29",0.755840249898369
"2003-07-30",0.78941145053001
"2003-07-31",1.43777138862748
"2003-08-01",1.60983783245543
"2003-08-04",1.04798543882372
"2003-08-05",0.823692870406589
"2003-08-06",1.2201512250534
"2003-08-07",0.271019011555241
"2003-08-08",0.325050108920519
"2003-08-11",0.534737443812304
"2003-08-12",0.755981124731313
"2003-08-13",0.375418186755868
"2003-08-14",0.566960180309561
"2003-08-15",0.169827159212266
"2003-08-18",0.531745274018494
"2003-08-19",0.81017437508482
"2003-08-20",0.524314241946546
"2003-08-21",1.01407058679153
"2003-08-22",0.677525799656989
"2003-08-25",1.23124744646082
"2003-08-26",1.10770416534633
"2003-08-27",0.171766042854438
"2003-08-28",1.01613606684387
"2003-08-29",0.929364891361427
"2003-09-02",1.29866461115892
"2003-09-03",0.387844099350762
"2003-09-04",0.607752677542997
"2003-09-05",0.157943478065955
"2003-09-08",1.02897635331705
"2003-09-09",1.45231615666189
"2003-09-10",0.588175478193323
"2003-09-11",0.506215011208307
"2003-09-12",2.04505711481801
"2003-09-15",0.832039179426564
"2003-09-16",0.598891444634225
"2003-09-17",0.570923047814571
"2003-09-18",0.112792827475122
"2003-09-19",1.3380490484919
"2003-09-22",0.375692949774494
"2003-09-23",0.85832257851893
"2003-09-24",1.17997719876972
"2003-09-25",1.74801654628014
"2003-09-26",1.19246686413973
"2003-09-29",0.845911185111574
"2003-09-30",1.76895132990205
"2003-10-01",0.0398935636616766
"2003-10-02",1.07397800770975
"2003-10-03",2.2532267674515
"2003-10-06",0.368939426758714
"2003-10-07",0.679251075367834
"2003-10-08",0.851389478290457
"2003-10-09",0.798767662423629
"2003-10-10",0.553310235372146
"2003-10-13",-0.112608944382654
"2003-10-14",0.510425543744651
"2003-10-15",0.265206375686596
"2003-10-16",0.8807878988315
"2003-10-17",0.124515874697568
"2003-10-20",-0.111825815182257
"2003-10-21",0.0160701801774945
"2003-10-22",0.773851207974908
"2003-10-23",0.376997044128639
"2003-10-24",-0.169010542734282
"2003-10-27",0.192684343829501
"2003-10-28",1.15763562911757
"2003-10-29",0.937543287907607
"2003-10-30",0.586508070070233
"2003-10-31",1.29201115379876
"2003-11-03",1.54583761769113
"2003-11-04",0.657520002916794
"2003-11-05",0.713243882259068
"2003-11-06",0.208395328965302
"2003-11-07",0.878339612445583
"2003-11-10",1.01214621751768
"2003-11-11",0.87359197734104
"2003-11-12",1.05347544299658
"2003-11-13",0.292072420753074
"2003-11-14",1.6424857664803
"2003-11-17",1.47160011769899
"2003-11-18",1.21666195544192
"2003-11-19",0.394538967974611
"2003-11-20",1.26276987483439
"2003-11-21",-0.225396086367504
"2003-11-24",1.75982150569211
"2003-11-25",0.772096983538347
"2003-11-26",0.514259720500273
"2003-11-28",-1.20164218898765
"2003-12-01",0.782850763641724
"2003-12-02",-0.173639356411121
"2003-12-03",0.573744083312164
"2003-12-04",0.528272537369711
"2003-12-05",0.703592438421484
"2003-12-08",-0.297328449503586
"2003-12-09",0.776476788146949
"2003-12-10",0.814833698816545
"2003-12-11",0.150400800667525
"2003-12-12",-0.667089646240656
"2003-12-15",0.501320593751686
"2003-12-16",0.346068898151508
"2003-12-17",0.51861520604082
"2003-12-18",0.933187179533885
"2003-12-19",1.24383754082089
"2003-12-22",0.868318233325059
"2003-12-23",0.521646862397574
"2003-12-24",0.625617523766346
"2003-12-26",0.105260510657493
"2003-12-29",0.691245373270349
"2003-12-30",0.348330223403168
"2003-12-31",0.193755934419618
"2004-01-02",0.984995561881142
"2004-01-05",0.161097920342328
"2004-01-06",1.10313537739569
"2004-01-07",0.747256506206977
"2004-01-08",1.09051291041146
"2004-01-09",2.08900813554905
"2004-01-12",1.38998753295751
"2004-01-13",1.38301398656975
"2004-01-14",0.838977628771485
"2004-01-15",0.841308531540466
"2004-01-16",1.23016672840841
"2004-01-20",0.140283545447056
"2004-01-21",0.545980389840366
"2004-01-22",0.745692191223712
"2004-01-23",1.0736704783639
"2004-01-26",0.184319559456628
"2004-01-27",0.144965770250186
"2004-01-28",1.16994020958173
"2004-01-29",1.48900887921169
"2004-01-30",1.6895052351893
"2004-02-02",1.30484024120587
"2004-02-03",0.654562265244376
"2004-02-04",0.650813627543867
"2004-02-05",1.1879958498028
"2004-02-06",0.819779831493311
"2004-02-09",-0.0855578883616465
"2004-02-10",0.531039931016231
"2004-02-11",1.12587071243894
"2004-02-12",1.20955718261984
"2004-02-13",0.591059082476161
"2004-02-17",0.257815472845487
"2004-02-18",-0.00200200267067308
"2004-02-19",0.522418169801798
"2004-02-20",0.713635846987261
"2004-02-23",0.82811504097043
"2004-02-24",0.590560591784844
"2004-02-25",0.0191161171922301
"2004-02-26",1.13555476758983
"2004-02-27",1.82887861666389
"2004-03-01",0.801149204361223
"2004-03-02",0.861496579787016
"2004-03-03",0.22346350012513
"2004-03-04",0.961837546830125
"2004-03-05",0.617884696059398
"2004-03-08",0.565995394899462
"2004-03-09",0.925488304228197
"2004-03-10",1.1728845330427
"2004-03-11",1.65376097107076
"2004-03-12",0.77015451692073
"2004-03-15",1.03549497935263
"2004-03-16",0.806118659219107
"2004-03-17",0.256500954968206
"2004-03-18",0.316342412944993
"2004-03-19",0.535147435911056
"2004-03-22",1.41868894455576
"2004-03-23",0.682541134772721
"2004-03-24",1.73916708577555
"2004-03-25",0.568773725720188
"2004-03-26",-0.177931208492662
"2004-03-29",-0.4240364936936
"2004-03-30",-0.317316877581472
"2004-03-31",0.606335783572982
"2004-04-01",0.340748793388473
"2004-04-02",0.490969795054641
"2004-04-05",0.611231887358678
"2004-04-06",0.306013029136504
"2004-04-07",0.564347433168356
"2004-04-08",1.49087957630997
"2004-04-12",0.540753290007679
"2004-04-13",1.14905188542618
"2004-04-14",0.949648135528151
"2004-04-15",1.21808278864428
"2004-04-16",0.595754834551296
"2004-04-19",0.511385467024505
"2004-04-20",0.295501421503913
"2004-04-21",2.95374814568495
"2004-04-22",1.69631261341732
"2004-04-23",1.14415910362408
"2004-04-26",1.19779375324922
"2004-04-27",1.23048814498166
"2004-04-28",2.12153073296702
"2004-04-29",1.32151581117771
"2004-04-30",1.11129814847529
"2004-05-03",0.947518044290728
"2004-05-04",1.96672067161572
"2004-05-05",0.3725286078619
"2004-05-06",1.45693920068922
"2004-05-07",1.25775051000641
